"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","AGRLANDAREA","TOT","THND_HA","A","1985",485605.123,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1986",485167.951,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1987",471019.353,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1988",472033.507,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1989",460503.367,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1990",464026.542,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1991",462763.419,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1992",465953.494,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1993",460097.296,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1994",469047.583,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1995",463347.33,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1996",465219.561,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1997",466152.069,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1998",463786.276,
"AUS","AGRLANDAREA","TOT","THND_HA","A","1999",453729.393,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2000",455516.1,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2001",455723.262,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2002",447007.342,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2003",439531.447,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2004",440109.576,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2005",445148.801,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2006",434924.815,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2007",425449.339,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2008",417287.559,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2009",409028.751,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2010",397451.002,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2011",391686.179,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2012",405473.623,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2013",396615.288,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2014",406269.028,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2015",384557.865,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2016",371078.257,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2017",393797.177,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2018",378081.996,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2019",383801.493,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2020",377002.256,
"AUS","AGRLANDAREA","TOT","THND_HA","A","2021",387264.589,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1985",49869.531,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1986",50301.808,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1987",49482.646,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1988",49366.727,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1989",50127.129,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1990",50113.868,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1991",47586.186,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1992",48790.431,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1993",47561.539,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1994",48753.047,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1995",53517.871,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1996",77327.426,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1997",41448.601,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1998",45555.092,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","1999",47004.436,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2000",48363.892,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2001",51630.362,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2002",49338.538,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2003",59842.363,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2004",63303.347,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2005",63823.577,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2006",58895.361,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2007",58689.973,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2008",89468.735,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2009",90810.019,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2010",87804.899,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2011",83205.666,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2012",78852.441,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2013",71135.189,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2014",77376.687,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2015",65275.962,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2016",61844.005,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2017",63681.818,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2018",64809.793,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2019",64349.901,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2020",65286.012,
"AUS","AGRLANDAREA","CROPLAND","THND_HA","A","2021",73966.462,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1985",435735.592,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1986",434866.143,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1987",421536.708,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1988",422666.781,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1989",410376.238,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1990",413912.674,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1991",415177.234,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1992",417163.064,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1993",412535.757,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1994",420294.536,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1995",409829.459,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1996",387892.135,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1997",424703.469,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1998",418231.184,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","1999",406724.958,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2000",407152.208,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2001",404092.901,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2002",397668.804,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2003",379689.084,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2004",376806.229,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2005",381325.224,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2006",376029.454,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2007",366759.366,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2008",327818.824,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2009",318218.733,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2010",309646.103,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2011",308480.514,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2012",326621.182,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2013",325480.099,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2014",328892.341,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2015",319281.904,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2016",309234.251,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2017",330115.359,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2018",313272.203,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2019",319451.593,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2020",311716.244,
"AUS","AGRLANDAREA","PASTURE","THND_HA","A","2021",313298.127,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2000",5293732,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2001",5293732,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2002",6201195,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2003",11249212,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2004",12128386,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2005",11766768,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2006",12345314,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2007",11988044,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2008",11988044,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2009",12001724,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2010",12001724,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2011",11199577,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2012",11199577,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2013",17150000,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2014",22690000,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2015",22108495,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2016",27145021,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2017",35645038,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2018",35687799,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2019",35687799,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2020",35687799,
"AUS","AGRLANDAREA","ORGANIC","THND_HA","A","2021",35687799,
"AUT","AGRLANDAREA","TOT","THND_HA","A","1990",3458,
"AUT","AGRLANDAREA","TOT","THND_HA","A","1991",3477,
"AUT","AGRLANDAREA","TOT","THND_HA","A","1992",3467.8,
"AUT","AGRLANDAREA","TOT","THND_HA","A","1993",3448.3,
"AUT","AGRLANDAREA","TOT","THND_HA","A","1994",3449.3,
"AUT","AGRLANDAREA","TOT","THND_HA","A","1999",3384.3,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2000",3380.7,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2001",3374.1,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2002",3373.6,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2003",3374.5,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2004",3368.4,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2005",3262.9,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2006",3239.9,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2007",3238.6,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2008",3171,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2009",3168.6,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2010",3165.8,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2011",2868.15,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2012",2863.58,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2013",2862.44,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2014",2716.16,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2015",2720.4,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2016",2688.83,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2017",2655.56,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2018",2653.84,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2019",2652.22,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2020",2646.96,
"AUT","AGRLANDAREA","TOT","THND_HA","A","2021",2602.49,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","1990",1505,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","1991",1524,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","1992",1515,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","1993",1497,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","1994",1498,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","1995",1489,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","1996",1488.7,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","1997",1479.5,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","1998",1467.7,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","1999",1466.4,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2000",1462.8,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2001",1456.2,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2002",1455.6,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2003",1456.5,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2004",1450.5,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2005",1451.9,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2006",1450,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2007",1448.7,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2008",1439.1,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2009",1436.6,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2010",1430.09,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2011",1425,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2012",1420.43,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2013",1419.28,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2014",1417.03,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2015",1413.53,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2016",1405.17,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2017",1396.76,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2018",1395.04,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2019",1393.42,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2020",1390.75,
"AUT","AGRLANDAREA","CROPLAND","THND_HA","A","2021",1392.51,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","1990",1953,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","1991",1953,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","1992",1952.8,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","1993",1951.3,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","1994",1951.3,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","1999",1917.4,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2000",1917.4,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2001",1917.4,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2002",1917.4,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2003",1917.4,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2004",1917.4,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2005",1810.4,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2006",1789.4,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2007",1789.4,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2008",1731.3,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2009",1731.3,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2010",1731.27,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2011",1440.58,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2012",1440.58,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2013",1440.58,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2014",1297.11,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2015",1306.86,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2016",1283.65,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2017",1258.81,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2018",1258.81,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2019",1258.81,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2020",1256.2,
"AUT","AGRLANDAREA","PASTURE","THND_HA","A","2021",1209.98,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2002",423840,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2003",445879,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2004",459115,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2005",479216,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2006",477472,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2007",481637,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2008",491825,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2009",518172,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2010",538210,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2011",536877,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2012",533230,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2013",526689,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2014",525521,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2015",552141,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2016",571423,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2017",620656,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2018",639097,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2019",671703,
"AUT","AGRLANDAREA","ORGANIC","THND_HA","A","2020",679992,
"BEL","AGRLANDAREA","TOT","THND_HA","A","1990",1384,
"BEL","AGRLANDAREA","TOT","THND_HA","A","1991",1374.8,
"BEL","AGRLANDAREA","TOT","THND_HA","A","1992",1353.8,
"BEL","AGRLANDAREA","TOT","THND_HA","A","1993",1370.8,
"BEL","AGRLANDAREA","TOT","THND_HA","A","1994",1370.2,
"BEL","AGRLANDAREA","TOT","THND_HA","A","1995",1385.8,
"BEL","AGRLANDAREA","TOT","THND_HA","A","1996",1390.5,
"BEL","AGRLANDAREA","TOT","THND_HA","A","1997",1383,
"BEL","AGRLANDAREA","TOT","THND_HA","A","1998",1390.8,
"BEL","AGRLANDAREA","TOT","THND_HA","A","1999",1393.8,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2000",1395.7,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2001",1390.2,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2002",1392.7,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2003",1392.1,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2004",1393.8,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2005",1385.8,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2006",1382.4,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2007",1370.3,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2008",1373.8,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2009",1365.2,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2010",1358.02,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2011",1337.25,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2012",1333.91,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2013",1338.57,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2014",1333.4,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2015",1330.88,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2016",1352.95,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2017",1329.15,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2018",1356.08,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2019",1358.7,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2020",1367.08,
"BEL","AGRLANDAREA","TOT","THND_HA","A","2021",1368.31,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","1990",805.4,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","1991",818.4,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","1992",824.4,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","1993",842.5,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","1994",961.4,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","1995",889,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","1996",875.3,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","1997",869.9,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","1998",877.1,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","1999",876.7,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2000",887.7,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2001",866.9,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2002",854.4,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2003",854.3,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2004",861.6,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2005",864.6,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2006",862.9,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2007",860.8,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2008",866.9,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2009",861.4,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2010",854.71,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2011",844.53,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2012",822.7,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2013",836.42,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2014",837.49,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2015",854.92,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2016",874.52,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2017",861.31,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2018",876.45,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2019",883.24,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2020",890.96,
"BEL","AGRLANDAREA","CROPLAND","THND_HA","A","2021",892.04,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","1990",578.6,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","1991",556.4,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","1992",527.5,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","1993",526.4,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","1994",406.9,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","1995",494.9,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","1996",513.3,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","1997",510.8,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","1998",511.4,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","1999",514.7,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2000",505.5,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2001",521.1,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2002",536,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2003",535.6,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2004",530,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2005",519.1,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2006",517.3,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2007",507.3,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2008",500.4,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2009",496.3,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2010",499.69,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2011",488.92,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2012",507.24,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2013",498.19,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2014",492.04,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2015",475.96,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2016",478.43,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2017",467.84,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2018",479.64,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2019",475.46,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2020",476.12,
"BEL","AGRLANDAREA","PASTURE","THND_HA","A","2021",476.28,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2002",29118,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2003",23966,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2004",23728,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2005",22994,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2006",29308,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2007",32627,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2008",36153,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2009",41459,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2010",49005,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2011",55304,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2012",59718,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2013",62471,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2014",66704,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2015",68818,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2016",78452,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2017",83508,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2018",89025,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2019",93119,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2020",99072,
"BEL","AGRLANDAREA","ORGANIC","THND_HA","A","2021",102413,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","1996",45.74,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","1997",27.39,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","1998",51.48,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","1999",96.65,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2000",110.73,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2001",33.78,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2002",33.63,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2003",0,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2004",0,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2005",0,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2006",0,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2007",0,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2008",0,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2009",0.033,
"BEL","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2010",1.033,
